trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Used_image_1,Used_image_2,Used_image_3,Used_image_4,Used_image_5,Used_image_6,Used_image_7,Used_image_8,Unused_image_1,Unused_image_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,welcome.started,welcome.stopped,pointer_dot_0.started,pointer_dot_0.stopped,pointer_dot_1.started,pointer_dot_1.stopped,pointer_dot_2.started,pointer_dot_2.stopped,SD_image.started,SD_image.stopped,memDisplayOnTimePractice,mem_image_0_practice,mem_image_1_practice,mem_image_2_practice,mem_image_3_practice,mem_image_4_practice,mem_image_5_practice,mem_image_6_practice,mem_image_7_practice,retention_interval_practice,retro_0_post_1_practice,change_or_no_practice,cue_location_practice,mem_display_to_test_array_duration_s,mem_display_to_cue_duration_s,routine_duration_s,array_image_1f.started,array_image_1f.stopped,array_image_2f.started,array_image_2f.stopped,array_image_3f.started,array_image_3f.stopped,array_image_4f.started,array_image_4f.stopped,array_image_5f.started,array_image_5f.stopped,array_image_6f.started,array_image_6f.stopped,array_image_7f.started,array_image_7f.stopped,array_image_8f.started,array_image_8f.stopped,pointer_dot_0b.started,pointer_dot_0b.stopped,pointer_dot_1b.started,pointer_dot_1b.stopped,pointer_dot_2b.started,pointer_dot_2b.stopped,sd_practice_resp.keys,sd_practice_resp.rt,sd_practice_resp.started,sd_practice_resp.stopped,text_10.started,text_10.stopped,conf_practice_resp.keys,conf_practice_resp.rt,conf_practice_resp.started,conf_practice_resp.stopped,image.started,image.stopped,training_trial_index,memDisplayOnTimeTraining,mem_image_0_training,mem_image_1_training,mem_image_2_training,mem_image_3_training,mem_image_4_training,mem_image_5_training,mem_image_6_training,mem_image_7_training,retro_0_post_1_training,change_or_no_training,cue_location_training,array_image_1l.started,array_image_1l.stopped,test_image_0_training,test_image_1_training,test_image_2_training,test_image_3_training,test_image_4_training,test_image_5_training,test_image_6_training,test_image_7_training,consecutive_correct_retro_short,array_image_1m.started,array_image_1m.stopped,array_image_2m.started,array_image_2m.stopped,array_image_3m.started,array_image_3m.stopped,array_image_4m.started,array_image_4m.stopped,array_image_5m.started,array_image_5m.stopped,array_image_6m.started,array_image_6m.stopped,array_image_7m.started,array_image_7m.stopped,array_image_8m.started,array_image_8m.stopped,pointer_dot_0d.started,pointer_dot_0d.stopped,pointer_dot_1d.started,pointer_dot_1d.stopped,pointer_dot_2d.started,pointer_dot_2d.stopped,reminder_training.started,reminder_training.stopped,sd_training_resp.keys,sd_training_resp.rt,sd_training_resp.started,sd_training_resp.stopped,text_15.started,text_15.stopped,conf_training_resp.keys,conf_training_resp.rt,conf_training_resp.started,conf_training_resp.stopped,text.started,text.stopped,short_interval_training_finished,training_trial_index_long_this_block,correct_retro_long_this_block,retro_trials_long_this_block,long_interval_block_finished,long_block_retro_acc,reached_criterion,run_out_of_trials,participant,mapping,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,361.02243449800017,0,8,1,7,2,9,4,5,1,0,0,371.0096702569999,None,0,8,1,7,2,9,4,5,3,372.2225920630001,None,372.2225920630001,None,372.2225920630001,None,372.2225920630001,None,372.2225920630001,None,372.2225920630001,None,372.2225920630001,None,372.2225920630001,None,372.3291691940001,372.8356149849999,372.3291691940001,372.8356149849999,372.3291691940001,372.8356149849999,None,None,left,1.60650730999987,372.3291691940001,None,None,None,z,0.5857289329999276,373.98192924499995,None,374.58164407699996,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,365.16976514099997,0,9,4,7,3,8,1,6,0,0,3,375.16819011100006,None,0,9,4,7,3,8,1,6,4,377.79380882600003,None,377.79380882600003,None,377.79380882600003,None,377.79380882600003,None,377.79380882600003,None,377.79380882600003,None,377.79380882600003,None,377.79380882600003,None,376.50095503500006,377.007402574,376.50095503500006,377.007402574,376.50095503500006,377.007402574,None,None,left,0.8937609980000616,377.79380882600003,None,None,None,z,0.5876577809999617,378.7400156189999,None,379.3531992599999,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,369.93727747,0,8,4,7,3,9,2,5,1,1,6,379.9263416649999,None,0,8,4,7,3,9,1,5,4,381.139221571,None,381.139221571,None,381.139221571,None,381.139221571,None,381.139221571,None,381.139221571,None,381.139221571,None,381.139221571,None,381.24578818200007,381.75229710300005,381.24578818200007,381.75229710300005,381.24578818200007,381.75229710300005,None,None,left,2.3058367989999624,381.24578818200007,None,None,None,z,0.5760686400001305,383.59159736900006,None,384.191326486,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,374.7792443210001,1,6,4,7,0,5,3,9,0,0,6,384.77790346999996,None,1,6,4,7,0,5,3,9,5,387.40341498299995,None,387.40341498299995,None,387.40341498299995,None,387.40341498299995,None,387.40341498299995,None,387.40341498299995,None,387.40341498299995,None,387.40341498299995,None,386.09738350299995,386.6039111539999,386.09738350299995,386.6039111539999,386.09738350299995,386.6039111539999,None,None,left,0.772306049000008,387.40341498299995,None,None,None,z,0.3430732369999987,388.2165571380001,None,388.57639236299997,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,379.16174982200005,1,8,0,9,2,5,4,7,0,1,0,389.1495105639999,None,3,8,0,9,2,5,4,7,6,391.76192401899993,None,391.76192401899993,None,391.76192401899993,None,391.76192401899993,None,391.76192401899993,None,391.76192401899993,None,391.76192401899993,None,391.76192401899993,None,390.45567062400005,390.962079851,390.45567062400005,390.962079851,390.45567062400005,390.962079851,None,None,down,0.9177428000000418,391.76192401899993,None,None,None,z,1.4382290669998383,392.7214531939999,None,394.1742070139999,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,384.7618635850001,3,8,4,9,0,7,1,6,1,1,0,394.76080638100007,None,2,8,4,9,0,7,1,6,6,395.9869094190001,None,395.9869094190001,None,395.9869094190001,None,395.9869094190001,None,395.9869094190001,None,395.9869094190001,None,395.9869094190001,None,395.9869094190001,None,396.0935329040001,396.6000270929999,396.0935329040001,396.6000270929999,396.0935329040001,396.6000270929999,None,None,down,1.3220928160001222,396.0935329040001,None,None,None,z,0.6053397939999741,397.466329546,None,398.092784168,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,388.67945626899996,4,7,3,5,2,6,0,8,1,0,0,398.679164271,None,4,7,3,5,2,6,0,8,6,399.9053547379999,None,399.9053547379999,None,399.9053547379999,None,399.9053547379999,None,399.9053547379999,None,399.9053547379999,None,399.9053547379999,None,399.9053547379999,None,399.99882236200006,400.5052597900001,399.99882236200006,400.5052597900001,399.99882236200006,400.5052597900001,None,None,left,1.1848513779998484,399.99882236200006,None,None,None,z,0.6067774800001189,401.22490340700006,None,401.8513277090001,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,403.12471436300007,4,7,0,6,3,5,1,8,1,1,5,413.127099565,None,4,7,0,6,3,2,1,8,6,414.3531889149999,None,414.3531889149999,None,414.3531889149999,None,414.3531889149999,None,414.3531889149999,None,414.3531889149999,None,414.3531889149999,None,414.3531889149999,None,414.44659640500004,414.953062714,414.44659640500004,414.953062714,414.44659640500004,414.953062714,None,None,down,1.3130615879999823,414.44659640500004,None,None,None,z,1.0895690820000254,415.80609556900004,None,416.91231670599996,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,407.4976923040001,1,6,3,9,4,8,2,5,0,0,4,417.48538667899993,None,1,6,3,9,4,8,2,5,0,420.0977687320001,None,420.0977687320001,None,420.0977687320001,None,420.0977687320001,None,420.0977687320001,None,420.0977687320001,None,420.0977687320001,None,420.0977687320001,None,418.8049401410001,419.31136496399995,418.8049401410001,419.31136496399995,418.8049401410001,419.31136496399995,None,None,down,1.1658856190001643,420.0977687320001,None,None,None,z,0.4330343429999175,421.3106468199999,None,421.76376136299996,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,412.34935466800016,0,7,4,5,3,9,1,8,1,0,4,422.336893488,None,0,7,4,5,3,9,1,8,0,423.549793271,None,423.549793271,None,423.549793271,None,423.549793271,None,423.549793271,None,423.549793271,None,423.549793271,None,423.549793271,None,423.65640535700004,424.16289411699995,423.65640535700004,424.16289411699995,423.65640535700004,424.16289411699995,None,None,left,2.1832736700000623,423.65640535700004,None,None,None,z,0.40544547799981956,425.8822286479999,None,426.3087221819999,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,416.894004427,0,5,1,9,3,6,2,8,0,0,1,426.8818937440001,None,0,5,1,9,3,6,2,8,1,429.49418782199996,None,429.49418782199996,None,429.49418782199996,None,429.49418782199996,None,429.49418782199996,None,429.49418782199996,None,429.49418782199996,None,429.49418782199996,None,428.20136413599994,428.707855827,428.20136413599994,428.707855827,428.20136413599994,428.707855827,None,None,left,1.0974657699998716,429.49418782199996,None,None,None,z,0.46319231400002536,430.64048881200006,None,431.120267455,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,421.7069149050001,0,7,4,6,2,9,3,5,0,1,3,431.7067816869999,None,0,7,4,1,2,9,3,5,2,434.3190551739999,None,434.3190551739999,None,434.3190551739999,None,434.3190551739999,None,434.3190551739999,None,434.3190551739999,None,434.3190551739999,None,434.3190551739999,None,433.0261670489999,433.532745727,433.0261670489999,433.532745727,433.0261670489999,433.532745727,None,None,down,1.2965953180000724,434.3190551739999,None,None,None,z,0.44651145599982556,435.66516602,None,436.13172279700007,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
