trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Used_image_1,Used_image_2,Used_image_3,Used_image_4,Used_image_5,Used_image_6,Used_image_7,Used_image_8,Unused_image_1,Unused_image_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,welcome.started,welcome.stopped,pointer_dot_0.started,pointer_dot_0.stopped,pointer_dot_1.started,pointer_dot_1.stopped,pointer_dot_2.started,pointer_dot_2.stopped,SD_image.started,SD_image.stopped,memDisplayOnTimePractice,mem_image_0_practice,mem_image_1_practice,mem_image_2_practice,mem_image_3_practice,mem_image_4_practice,mem_image_5_practice,mem_image_6_practice,mem_image_7_practice,retention_interval_practice,retro_0_post_1_practice,change_or_no_practice,cue_location_practice,mem_display_to_test_array_duration_s,mem_display_to_cue_duration_s,routine_duration_s,array_image_1f.started,array_image_1f.stopped,array_image_2f.started,array_image_2f.stopped,array_image_3f.started,array_image_3f.stopped,array_image_4f.started,array_image_4f.stopped,array_image_5f.started,array_image_5f.stopped,array_image_6f.started,array_image_6f.stopped,array_image_7f.started,array_image_7f.stopped,array_image_8f.started,array_image_8f.stopped,pointer_dot_0b.started,pointer_dot_0b.stopped,pointer_dot_1b.started,pointer_dot_1b.stopped,pointer_dot_2b.started,pointer_dot_2b.stopped,sd_practice_resp.keys,sd_practice_resp.rt,sd_practice_resp.started,sd_practice_resp.stopped,text_10.started,text_10.stopped,conf_practice_resp.keys,conf_practice_resp.rt,conf_practice_resp.started,conf_practice_resp.stopped,image.started,image.stopped,training_trial_index,memDisplayOnTimeTraining,mem_image_0_training,mem_image_1_training,mem_image_2_training,mem_image_3_training,mem_image_4_training,mem_image_5_training,mem_image_6_training,mem_image_7_training,retro_0_post_1_training,change_or_no_training,cue_location_training,array_image_1l.started,array_image_1l.stopped,test_image_0_training,test_image_1_training,test_image_2_training,test_image_3_training,test_image_4_training,test_image_5_training,test_image_6_training,test_image_7_training,consecutive_correct_retro_short,array_image_1m.started,array_image_1m.stopped,array_image_2m.started,array_image_2m.stopped,array_image_3m.started,array_image_3m.stopped,array_image_4m.started,array_image_4m.stopped,array_image_5m.started,array_image_5m.stopped,array_image_6m.started,array_image_6m.stopped,array_image_7m.started,array_image_7m.stopped,array_image_8m.started,array_image_8m.stopped,pointer_dot_0d.started,pointer_dot_0d.stopped,pointer_dot_1d.started,pointer_dot_1d.stopped,pointer_dot_2d.started,pointer_dot_2d.stopped,reminder_training.started,reminder_training.stopped,sd_training_resp.keys,sd_training_resp.rt,sd_training_resp.started,sd_training_resp.stopped,text_15.started,text_15.stopped,conf_training_resp.keys,conf_training_resp.rt,conf_training_resp.started,conf_training_resp.stopped,text.started,text.stopped,short_interval_training_finished,training_trial_index_long_this_block,correct_retro_long_this_block,retro_trials_long_this_block,long_interval_block_finished,long_block_retro_acc,reached_criterion,run_out_of_trials,participant,mapping,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,387.11508074100004,2,7,3,6,4,5,0,8,0,1,2,407.84126710299995,None,2,7,1,6,4,5,0,8,1,410.440334355,None,410.440334355,None,410.440334355,None,410.440334355,None,410.440334355,None,410.440334355,None,410.440334355,None,410.440334355,None,409.160750646,409.66728336099993,409.160750646,409.66728336099993,409.160750646,409.66728336099993,None,None,left,0.9363150200000518,410.440334355,None,None,None,z,0.5314498000000185,411.45322494999994,None,412.01307763599993,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,391.858993144,1,7,2,9,0,5,4,6,1,1,1,412.586109147,None,1,3,2,9,0,5,4,6,1,413.799067586,None,413.799067586,None,413.799067586,None,413.799067586,None,413.799067586,None,413.799067586,None,413.799067586,None,413.799067586,None,413.87903779499993,414.385513178,413.87903779499993,414.385513178,413.87903779499993,414.385513178,None,None,left,3.897617017000016,413.87903779499993,None,None,None,x,1.1898109679999607,417.850864054,None,419.077059933,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,398.92413975500006,3,9,4,8,0,5,2,7,0,0,1,419.65017711400003,None,3,9,4,8,0,5,2,7,2,422.24919238099994,None,422.24919238099994,None,422.24919238099994,None,422.24919238099994,None,422.24919238099994,None,422.24919238099994,None,422.24919238099994,None,422.24919238099994,None,420.943044998,421.44943531499996,420.943044998,421.44943531499996,420.943044998,421.44943531499996,None,None,down,1.0474656139999752,422.24919238099994,None,None,None,c,1.2638633419999223,423.36880588299994,None,424.674891851,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,404.52251772700004,4,8,0,7,3,9,1,6,0,0,7,425.24806099700004,None,4,8,0,7,3,9,1,6,0,427.84707527699993,None,427.84707527699993,None,427.84707527699993,None,427.84707527699993,None,427.84707527699993,None,427.84707527699993,None,427.84707527699993,None,427.84707527699993,None,426.56755923699995,427.07398033100003,426.56755923699995,427.07398033100003,426.56755923699995,427.07398033100003,435.817388497,None,left,8.033538940000085,427.84707527699993,None,None,None,c,0.23400216799996088,435.95067044099994,None,436.21724669,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,416.063811363,4,5,2,9,1,8,3,6,1,0,0,436.790261523,None,4,5,2,9,1,8,3,6,0,438.00325199199995,None,438.00325199199995,None,438.00325199199995,None,438.00325199199995,None,438.00325199199995,None,438.00325199199995,None,438.00325199199995,None,438.00325199199995,None,438.0832004,438.58958763199996,438.0832004,438.58958763199996,438.0832004,438.58958763199996,None,None,down,1.4694567340000049,438.0832004,None,None,None,x,1.63543386799995,439.629237632,None,441.308589675,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,421.155968323,1,8,3,7,0,9,2,6,0,1,3,441.88175301,None,1,8,3,4,0,9,2,6,1,444.48078846,None,444.48078846,None,444.48078846,None,444.48078846,None,444.48078846,None,444.48078846,None,444.48078846,None,444.48078846,None,443.20125702099995,443.70767031899993,443.20125702099995,443.70767031899993,443.20125702099995,443.70767031899993,None,None,left,1.7758712190000097,444.48078846,None,None,None,z,1.1685685859999921,446.320076268,None,447.519634137,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,427.36694331399997,0,5,2,7,4,8,1,6,1,1,1,448.09261747200003,None,0,3,2,7,4,8,1,6,1,449.305575128,None,449.305575128,None,449.305575128,None,449.305575128,None,449.305575128,None,449.305575128,None,449.305575128,None,449.305575128,None,449.41218463099995,449.918730903,449.41218463099995,449.918730903,449.41218463099995,449.918730903,None,None,left,0.8844713710000178,449.41218463099995,None,None,None,z,0.8688688580000417,450.37179434300003,None,451.27818925199995,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,431.12960829099995,3,5,4,7,2,8,0,6,1,1,6,451.864677058,None,3,5,4,7,2,8,1,6,1,453.07750878699994,None,453.07750878699994,None,453.07750878699994,None,453.07750878699994,None,453.07750878699994,None,453.07750878699994,None,453.07750878699994,None,453.07750878699994,None,453.184143876,453.69056233599997,453.184143876,453.69056233599997,453.184143876,453.69056233599997,None,None,down,1.6885161229999994,453.184143876,None,None,None,x,0.5372686320000639,454.943393504,None,455.529814033,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,435.37715468700003,4,5,1,9,0,8,3,7,0,1,0,456.10305233400004,None,2,5,1,9,0,8,3,7,2,458.702067433,None,458.702067433,None,458.702067433,None,458.702067433,None,458.702067433,None,458.702067433,None,458.702067433,None,458.702067433,None,457.42254494199994,457.929007221,457.42254494199994,457.929007221,457.42254494199994,457.929007221,None,None,left,1.0506372419999934,458.702067433,None,None,None,z,0.4110907539999289,459.821581399,None,460.274746964,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
,,,,,,,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,440.12151885599997,0,9,4,8,2,5,3,7,0,1,3,460.84789378999994,None,0,9,4,1,2,5,3,7,3,463.44691416699993,None,463.44691416699993,None,463.44691416699993,None,463.44691416699993,None,463.44691416699993,None,463.44691416699993,None,463.44691416699993,None,463.44691416699993,None,462.140697832,462.647217361,462.140697832,462.647217361,462.140697832,462.647217361,None,None,left,0.897742935999986,463.44691416699993,None,None,None,z,0.3381728460000204,464.406502102,None,464.77975495500004,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,444.62665305400003,4,6,2,8,1,7,0,9,1,1,2,465.35282279,None,4,6,3,8,1,7,0,9,3,466.56573931699995,None,466.56573931699995,None,466.56573931699995,None,466.56573931699995,None,466.56573931699995,None,466.56573931699995,None,466.56573931699995,None,466.56573931699995,None,466.67232698299995,467.178836824,466.67232698299995,467.178836824,466.67232698299995,467.178836824,None,None,left,1.0163262879999593,466.67232698299995,None,None,None,z,0.25939578300005905,467.765231545,None,468.05846517199996,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
,,,,,,,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,447.904858072,2,5,0,8,1,9,4,6,1,1,6,468.63165023399995,None,2,5,0,8,1,9,3,6,3,469.844496638,None,469.844496638,None,469.844496638,None,469.844496638,None,469.844496638,None,469.844496638,None,469.844496638,None,469.844496638,None,469.92440938799996,470.430942772,469.92440938799996,470.430942772,469.92440938799996,470.430942772,None,None,down,1.8202402840000786,469.92440938799996,None,None,None,c,0.5835591149999573,471.81711222399997,None,472.430168471,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
,,,,,,,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,462.096473713,2,5,3,6,0,9,1,8,0,0,7,482.826189538,None,2,5,3,6,0,9,1,8,4,485.42521963,None,485.42521963,None,485.42521963,None,485.42521963,None,485.42521963,None,485.42521963,None,485.42521963,None,485.42521963,None,484.119108462,484.625523787,484.119108462,484.625523787,484.119108462,484.625523787,None,None,down,0.7674279719999504,485.42521963,None,None,None,c,0.5490644509999356,486.25160838499994,None,486.838061402,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
,,,,,,,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,466.685280937,4,7,3,8,0,9,2,6,0,0,0,487.41112059599993,None,4,7,3,8,0,9,2,6,5,490.01015153699996,None,490.01015153699996,None,490.01015153699996,None,490.01015153699996,None,490.01015153699996,None,490.01015153699996,None,490.01015153699996,None,490.01015153699996,None,488.703975195,489.21044990300004,488.703975195,489.21044990300004,488.703975195,489.21044990300004,None,None,down,1.4625425369999903,490.01015153699996,None,None,None,c,0.4870613790000107,491.52960870899994,None,492.062734742,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
,,,,,,,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,471.908833048,4,6,0,9,2,7,3,5,1,1,2,492.635812235,None,4,6,1,9,2,7,3,5,5,493.848728155,None,493.848728155,None,493.848728155,None,493.848728155,None,493.848728155,None,493.848728155,None,493.848728155,None,493.848728155,None,493.92876374,494.43519698599994,493.92876374,494.43519698599994,493.92876374,494.43519698599994,None,None,left,1.2399078930000087,493.92876374,None,None,None,x,0.7098095599999397,495.23486337500003,None,495.98124538499997,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
,,,,,,,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,475.82861531699996,1,8,2,9,0,5,4,7,1,0,7,496.55432804,None,1,8,2,9,0,5,4,7,5,497.767252825,None,497.767252825,None,497.767252825,None,497.767252825,None,497.767252825,None,497.767252825,None,497.767252825,None,497.767252825,None,497.87383142600004,498.38030164500003,497.87383142600004,498.38030164500003,497.87383142600004,498.38030164500003,None,None,left,1.5428215399999772,497.87383142600004,None,None,None,x,0.47938794499998494,499.47327891399993,None,499.979755511,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
,,,,,,,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,479.82691593900006,4,5,1,8,3,7,0,6,1,1,0,500.55280087200003,None,2,5,1,8,3,7,0,6,5,501.765689814,None,501.765689814,None,501.765689814,None,501.765689814,None,501.765689814,None,501.765689814,None,501.765689814,None,501.765689814,None,501.87232047500004,502.37882105099993,501.87232047500004,502.37882105099993,501.87232047500004,502.37882105099993,None,None,left,1.3363349470000685,501.87232047500004,None,None,None,z,0.37156011399997624,503.285103508,None,503.684929397,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,483.53235260300005,2,7,0,5,4,9,3,8,1,0,3,504.25808639,None,2,7,0,5,4,9,3,8,5,505.47094685799993,None,505.47094685799993,None,505.47094685799993,None,505.47094685799993,None,505.47094685799993,None,505.47094685799993,None,505.47094685799993,None,505.47094685799993,None,505.55096629,506.05735703899995,505.55096629,506.05735703899995,505.55096629,506.05735703899995,None,None,left,1.513687955000023,505.55096629,None,None,None,x,0.8290129140000317,507.123652537,None,508.003299663,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,487.850527393,3,6,4,7,2,9,0,8,1,1,3,508.57644690899997,None,3,6,4,1,2,9,0,8,5,509.78923117299996,None,509.78923117299996,None,509.78923117299996,None,509.78923117299996,None,509.78923117299996,None,509.78923117299996,None,509.78923117299996,None,509.78923117299996,None,509.895974284,510.40245991999996,509.895974284,510.40245991999996,509.895974284,510.40245991999996,None,None,down,1.1846914870000091,509.895974284,None,None,None,z,0.4678236239999478,511.148849325,None,511.65525301,None,,,,,,,,,103,32,2022_Sep_08_1409,templeton_exp2A_SD,2020.2.10,37.507892785878504,
