trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Used_image_1,Used_image_2,Used_image_3,Used_image_4,Used_image_5,Used_image_6,Used_image_7,Used_image_8,Unused_image_1,Unused_image_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,welcome.started,welcome.stopped,pointer_dot_0.started,pointer_dot_0.stopped,pointer_dot_1.started,pointer_dot_1.stopped,pointer_dot_2.started,pointer_dot_2.stopped,SD_image.started,SD_image.stopped,memDisplayOnTimePractice,mem_image_0_practice,mem_image_1_practice,mem_image_2_practice,mem_image_3_practice,mem_image_4_practice,mem_image_5_practice,mem_image_6_practice,mem_image_7_practice,retention_interval_practice,retro_0_post_1_practice,change_or_no_practice,cue_location_practice,mem_display_to_test_array_duration_s,mem_display_to_cue_duration_s,routine_duration_s,array_image_1f.started,array_image_1f.stopped,array_image_2f.started,array_image_2f.stopped,array_image_3f.started,array_image_3f.stopped,array_image_4f.started,array_image_4f.stopped,array_image_5f.started,array_image_5f.stopped,array_image_6f.started,array_image_6f.stopped,array_image_7f.started,array_image_7f.stopped,array_image_8f.started,array_image_8f.stopped,pointer_dot_0b.started,pointer_dot_0b.stopped,pointer_dot_1b.started,pointer_dot_1b.stopped,pointer_dot_2b.started,pointer_dot_2b.stopped,sd_practice_resp.keys,sd_practice_resp.rt,sd_practice_resp.started,sd_practice_resp.stopped,text_10.started,text_10.stopped,conf_practice_resp.keys,conf_practice_resp.rt,conf_practice_resp.started,conf_practice_resp.stopped,image.started,image.stopped,training_trial_index,memDisplayOnTimeTraining,mem_image_0_training,mem_image_1_training,mem_image_2_training,mem_image_3_training,mem_image_4_training,mem_image_5_training,mem_image_6_training,mem_image_7_training,retro_0_post_1_training,change_or_no_training,cue_location_training,array_image_1l.started,array_image_1l.stopped,test_image_0_training,test_image_1_training,test_image_2_training,test_image_3_training,test_image_4_training,test_image_5_training,test_image_6_training,test_image_7_training,consecutive_correct_retro_short,array_image_1m.started,array_image_1m.stopped,array_image_2m.started,array_image_2m.stopped,array_image_3m.started,array_image_3m.stopped,array_image_4m.started,array_image_4m.stopped,array_image_5m.started,array_image_5m.stopped,array_image_6m.started,array_image_6m.stopped,array_image_7m.started,array_image_7m.stopped,array_image_8m.started,array_image_8m.stopped,pointer_dot_0d.started,pointer_dot_0d.stopped,pointer_dot_1d.started,pointer_dot_1d.stopped,pointer_dot_2d.started,pointer_dot_2d.stopped,reminder_training.started,reminder_training.stopped,sd_training_resp.keys,sd_training_resp.rt,sd_training_resp.started,sd_training_resp.stopped,text_15.started,text_15.stopped,conf_training_resp.keys,conf_training_resp.rt,conf_training_resp.started,conf_training_resp.stopped,text.started,text.stopped,short_interval_training_finished,training_trial_index_long_this_block,correct_retro_long_this_block,retro_trials_long_this_block,long_interval_block_finished,long_block_retro_acc,reached_criterion,run_out_of_trials,participant,mapping,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,429.4378158569998,3,5,1,8,4,7,2,9,0,0,4,462.42648536,None,3,5,1,8,4,7,2,9,2,465.025417954,None,465.025417954,None,465.025417954,None,465.025417954,None,465.025417954,None,465.025417954,None,465.025417954,None,465.025417954,None,463.7459542690001,464.2524681950001,463.7459542690001,464.2524681950001,463.7459542690001,464.2524681950001,None,None,left,1.6936447699999917,465.025417954,None,None,None,z,0.43823901499990825,466.78483588799986,None,467.2645361980001,None,,,,,,,,,108,23,2022_Sep_21_1237,templeton_exp2A_SD,2020.2.10,37.51375488713102,
,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,434.85189815700005,0,9,4,5,2,6,1,7,1,0,0,467.8511143610001,None,0,9,4,5,2,6,1,7,2,469.0772453789998,None,469.0772453789998,None,469.0772453789998,None,469.0772453789998,None,469.0772453789998,None,469.0772453789998,None,469.0772453789998,None,469.0772453789998,None,469.1572317970001,469.6637492299999,469.1572317970001,469.6637492299999,469.1572317970001,469.6637492299999,None,None,left,1.449839959000201,469.1572317970001,None,None,None,z,0.3464134300002115,470.6766603650001,None,471.04988867399993,None,,,,,,,,,108,23,2022_Sep_21_1237,templeton_exp2A_SD,2020.2.10,37.51375488713102,
,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,438.63736768499984,1,7,4,6,2,9,0,5,1,0,2,471.63634045899994,None,1,7,4,6,2,9,0,5,2,472.8624997730001,None,472.8624997730001,None,472.8624997730001,None,472.8624997730001,None,472.8624997730001,None,472.8624997730001,None,472.8624997730001,None,472.8624997730001,None,472.9424685810002,473.4489055440001,472.9424685810002,473.4489055440001,472.9424685810002,473.4489055440001,None,None,down,2.256509312000162,472.9424685810002,None,None,None,c,0.4334995889998936,475.26158083999985,None,475.7413682079998,None,,,,,,,,,108,23,2022_Sep_21_1237,templeton_exp2A_SD,2020.2.10,37.51375488713102,
,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,443.328408504,3,9,1,6,4,7,2,5,1,0,1,476.3278525869998,None,3,9,1,6,4,7,2,5,2,477.540690866,None,477.540690866,None,477.540690866,None,477.540690866,None,477.540690866,None,477.540690866,None,477.540690866,None,477.540690866,None,477.64739041000007,478.15386721499976,477.64739041000007,478.15386721499976,477.64739041000007,478.15386721499976,486.897223403,None,left,10.527670942999976,477.64739041000007,None,None,None,x,0.6091234390000864,488.23000199500007,None,488.86981038299996,None,,,,,,,,,108,23,2022_Sep_21_1237,templeton_exp2A_SD,2020.2.10,37.51375488713102,
,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,456.45568200499974,4,8,0,6,1,9,2,5,0,1,4,489.442873447,None,4,8,0,6,3,9,2,5,0,492.0418197759998,None,492.0418197759998,None,492.0418197759998,None,492.0418197759998,None,492.0418197759998,None,492.0418197759998,None,492.0418197759998,None,492.0418197759998,None,490.7623842129999,491.2688933400002,490.7623842129999,491.2688933400002,490.7623842129999,491.2688933400002,None,None,left,3.8532275269999445,492.0418197759998,None,None,None,c,0.5426235230002021,495.96043880599996,None,496.5468906550002,None,,,,,,,,,108,23,2022_Sep_21_1237,templeton_exp2A_SD,2020.2.10,37.51375488713102,
,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,464.1326776369997,3,8,0,7,4,5,2,6,0,1,2,497.13333743199996,None,3,8,1,7,4,5,2,6,1,499.7589750310001,None,499.7589750310001,None,499.7589750310001,None,499.7589750310001,None,499.7589750310001,None,499.7589750310001,None,499.7589750310001,None,499.7589750310001,None,498.4528379269998,498.9592737720002,498.4528379269998,498.9592737720002,498.4528379269998,498.9592737720002,None,None,down,1.3440174910001588,499.7589750310001,None,None,None,z,0.20325658399997337,501.1717681980001,None,501.41168252400007,None,,,,,,,,,108,23,2022_Sep_21_1237,templeton_exp2A_SD,2020.2.10,37.51375488713102,
,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,468.9971469009997,0,6,2,8,3,9,1,5,1,1,3,501.98484917400015,None,0,6,2,4,3,9,1,5,1,503.1977044140001,None,503.1977044140001,None,503.1977044140001,None,503.1977044140001,None,503.1977044140001,None,503.1977044140001,None,503.1977044140001,None,503.1977044140001,None,503.30435967100016,503.8107606340002,503.30435967100016,503.8107606340002,503.30435967100016,503.8107606340002,None,None,left,3.0627116590003425,503.30435967100016,None,None,None,x,0.37598385000001144,506.42308091100017,None,506.8495830300001,None,,,,,,,,,108,23,2022_Sep_21_1237,templeton_exp2A_SD,2020.2.10,37.51375488713102,
,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,474.4351808900001,0,8,4,9,3,5,1,7,0,1,4,507.42279690600003,None,0,8,4,9,2,5,1,7,2,510.1017618210001,None,510.1017618210001,None,510.1017618210001,None,510.1017618210001,None,510.1017618210001,None,510.1017618210001,None,510.1017618210001,None,510.1017618210001,None,508.7955828339998,509.3020659729998,508.7955828339998,509.3020659729998,508.7955828339998,509.3020659729998,None,None,down,2.5612974310001846,510.1017618210001,None,None,None,z,0.32235133799986215,512.7407143399998,None,513.1139530789999,None,,,,,,,,,108,23,2022_Sep_21_1237,templeton_exp2A_SD,2020.2.10,37.51375488713102,
,,,,,,,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,480.69742503399993,2,8,3,9,4,5,0,7,1,0,7,513.6870725780002,None,2,8,3,9,4,5,0,7,2,514.8998910769999,None,514.8998910769999,None,514.8998910769999,None,514.8998910769999,None,514.8998910769999,None,514.8998910769999,None,514.8998910769999,None,514.8998910769999,None,514.9798596359999,515.4863791370001,514.9798596359999,515.4863791370001,514.9798596359999,515.4863791370001,None,None,left,2.8351938749997316,514.9798596359999,None,None,None,z,0.4095445389998531,517.8855206679998,None,518.3385938170002,None,,,,,,,,,108,23,2022_Sep_21_1237,templeton_exp2A_SD,2020.2.10,37.51375488713102,
,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,485.92824290399994,2,9,1,8,3,6,0,5,1,1,1,518.925043085,None,2,4,1,8,3,6,0,5,2,520.1379729970001,None,520.1379729970001,None,520.1379729970001,None,520.1379729970001,None,520.1379729970001,None,520.1379729970001,None,520.1379729970001,None,520.1379729970001,None,520.244574696,520.7511100909999,520.244574696,520.7511100909999,520.244574696,520.7511100909999,None,None,left,3.114493542999753,520.244574696,None,None,None,x,0.5583156640000198,523.416714576,None,524.0031123199999,None,,,,,,,,,108,23,2022_Sep_21_1237,templeton_exp2A_SD,2020.2.10,37.51375488713102,
,,,,,,,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,491.59068621000006,3,8,1,6,0,7,4,9,1,1,3,524.5895655480001,None,3,8,1,2,0,7,4,9,2,525.8024293309998,None,525.8024293309998,None,525.8024293309998,None,525.8024293309998,None,525.8024293309998,None,525.8024293309998,None,525.8024293309998,None,525.8024293309998,None,525.9091070880002,526.4155572890002,525.9091070880002,526.4155572890002,525.9091070880002,526.4155572890002,None,None,left,1.9379650279997804,525.9091070880002,None,None,None,x,0.8346989500000745,527.908371928,None,528.7880379219998,None,,,,,,,,,108,23,2022_Sep_21_1237,templeton_exp2A_SD,2020.2.10,37.51375488713102,
,,,,,,,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,539.1930434789997,2,8,1,9,4,6,3,5,0,0,3,572.1848770909999,None,2,8,1,9,4,6,3,5,3,574.7839173619998,None,574.7839173619998,None,574.7839173619998,None,574.7839173619998,None,574.7839173619998,None,574.7839173619998,None,574.7839173619998,None,574.7839173619998,None,573.5043688190001,574.0108414889999,573.5043688190001,574.0108414889999,573.5043688190001,574.0108414889999,None,None,left,2.1430946979999135,574.7839173619998,None,None,None,z,0.250647127999855,576.9964126379998,None,577.2895034599999,None,,,,,,,,,108,23,2022_Sep_21_1237,templeton_exp2A_SD,2020.2.10,37.51375488713102,
,,,,,,,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,544.8763310740001,3,7,2,6,0,9,4,8,1,0,6,577.8761257429999,None,3,7,2,6,0,9,4,8,3,579.0887699570001,None,579.0887699570001,None,579.0887699570001,None,579.0887699570001,None,579.0887699570001,None,579.0887699570001,None,579.0887699570001,None,579.0887699570001,None,579.1955831990001,579.702055339,579.1955831990001,579.702055339,579.1955831990001,579.702055339,None,None,left,2.3715328729999783,579.1955831990001,None,None,None,x,0.31372775699992417,581.6213483959998,None,581.967858368,None,,,,,,,,,108,23,2022_Sep_21_1237,templeton_exp2A_SD,2020.2.10,37.51375488713102,
,,,,,,,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,549.5543736149998,1,9,4,7,2,5,3,6,0,1,0,582.5543201130001,None,0,9,4,7,2,5,3,6,4,585.1799183400001,None,585.1799183400001,None,585.1799183400001,None,585.1799183400001,None,585.1799183400001,None,585.1799183400001,None,585.1799183400001,None,585.1799183400001,None,583.873801943,584.3802764449999,583.873801943,584.3802764449999,583.873801943,584.3802764449999,None,None,down,2.9151281619997462,585.1799183400001,None,None,None,x,0.4335584890000064,588.1655181250001,None,588.6452841500002,None,,,,,,,,,108,23,2022_Sep_21_1237,templeton_exp2A_SD,2020.2.10,37.51375488713102,
,,,,,,,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,556.2293894909999,4,5,2,9,0,6,3,8,0,0,5,589.2184463649999,None,4,5,2,9,0,6,3,8,5,591.8173847669998,None,591.8173847669998,None,591.8173847669998,None,591.8173847669998,None,591.8173847669998,None,591.8173847669998,None,591.8173847669998,None,591.8173847669998,None,590.5112895240002,591.0177141339998,590.5112895240002,591.0177141339998,590.5112895240002,591.0177141339998,None,None,left,1.8935733930002243,591.8173847669998,None,None,None,z,0.3770908579999741,593.789972629,None,594.2165137899999,None,,,,,,,,,108,23,2022_Sep_21_1237,templeton_exp2A_SD,2020.2.10,37.51375488713102,
,,,,,,,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,561.802556958,0,9,2,6,3,8,4,7,1,0,2,594.80299575,None,0,9,2,6,3,8,4,7,5,596.015811083,None,596.015811083,None,596.015811083,None,596.015811083,None,596.015811083,None,596.015811083,None,596.015811083,None,596.015811083,None,596.1224496719999,596.628995326,596.1224496719999,596.628995326,596.1224496719999,596.628995326,None,None,left,1.6686170859998128,596.1224496719999,None,None,None,z,0.279884509999647,597.8551967340002,None,598.1750330829998,None,,,,,,,,,108,23,2022_Sep_21_1237,templeton_exp2A_SD,2020.2.10,37.51375488713102,
