trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Used_image_1,Used_image_2,Used_image_3,Used_image_4,Used_image_5,Used_image_6,Used_image_7,Used_image_8,Unused_image_1,Unused_image_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,welcome.started,welcome.stopped,pointer_dot_0.started,pointer_dot_0.stopped,pointer_dot_1.started,pointer_dot_1.stopped,pointer_dot_2.started,pointer_dot_2.stopped,SD_image.started,SD_image.stopped,memDisplayOnTimePractice,mem_image_0_practice,mem_image_1_practice,mem_image_2_practice,mem_image_3_practice,mem_image_4_practice,mem_image_5_practice,mem_image_6_practice,mem_image_7_practice,retention_interval_practice,retro_0_post_1_practice,change_or_no_practice,cue_location_practice,mem_display_to_test_array_duration_s,mem_display_to_cue_duration_s,routine_duration_s,array_image_1f.started,array_image_1f.stopped,array_image_2f.started,array_image_2f.stopped,array_image_3f.started,array_image_3f.stopped,array_image_4f.started,array_image_4f.stopped,array_image_5f.started,array_image_5f.stopped,array_image_6f.started,array_image_6f.stopped,array_image_7f.started,array_image_7f.stopped,array_image_8f.started,array_image_8f.stopped,pointer_dot_0b.started,pointer_dot_0b.stopped,pointer_dot_1b.started,pointer_dot_1b.stopped,pointer_dot_2b.started,pointer_dot_2b.stopped,sd_practice_resp.keys,sd_practice_resp.rt,sd_practice_resp.started,sd_practice_resp.stopped,text_10.started,text_10.stopped,conf_practice_resp.keys,conf_practice_resp.rt,conf_practice_resp.started,conf_practice_resp.stopped,image.started,image.stopped,training_trial_index,memDisplayOnTimeTraining,mem_image_0_training,mem_image_1_training,mem_image_2_training,mem_image_3_training,mem_image_4_training,mem_image_5_training,mem_image_6_training,mem_image_7_training,retro_0_post_1_training,change_or_no_training,cue_location_training,array_image_1l.started,array_image_1l.stopped,test_image_0_training,test_image_1_training,test_image_2_training,test_image_3_training,test_image_4_training,test_image_5_training,test_image_6_training,test_image_7_training,consecutive_correct_retro_short,array_image_1m.started,array_image_1m.stopped,array_image_2m.started,array_image_2m.stopped,array_image_3m.started,array_image_3m.stopped,array_image_4m.started,array_image_4m.stopped,array_image_5m.started,array_image_5m.stopped,array_image_6m.started,array_image_6m.stopped,array_image_7m.started,array_image_7m.stopped,array_image_8m.started,array_image_8m.stopped,pointer_dot_0d.started,pointer_dot_0d.stopped,pointer_dot_1d.started,pointer_dot_1d.stopped,pointer_dot_2d.started,pointer_dot_2d.stopped,reminder_training.started,reminder_training.stopped,sd_training_resp.keys,sd_training_resp.rt,sd_training_resp.started,sd_training_resp.stopped,text_15.started,text_15.stopped,conf_training_resp.keys,conf_training_resp.rt,conf_training_resp.started,conf_training_resp.stopped,text.started,text.stopped,short_interval_training_finished,training_trial_index_long_this_block,correct_retro_long_this_block,retro_trials_long_this_block,long_interval_block_finished,long_block_retro_acc,reached_criterion,run_out_of_trials,participant,mapping,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,435.7202948919985,1,6,4,5,0,7,3,8,1,1,0,456.3994879749989,None,2,6,4,5,0,7,3,8,0,457.6256575660009,None,457.6256575660009,None,457.6256575660009,None,457.6256575660009,None,457.6256575660009,None,457.6256575660009,None,457.6256575660009,None,457.6256575660009,None,457.7189942260011,458.22540712800037,457.7189942260011,458.22540712800037,457.7189942260011,458.22540712800037,None,None,left,1.2795351409986324,457.7189942260011,None,None,None,z,0.6000699970027199,459.03846013099974,None,459.66486411799997,None,,,,,,,,,111,32,2022_Sep_23_1406,templeton_exp2A_SD,2020.2.10,75.02800851822263,
,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,439.56974780900055,4,8,1,5,3,9,2,6,0,0,1,460.25134357700153,None,4,8,1,5,3,9,2,6,1,462.8637104160007,None,462.8637104160007,None,462.8637104160007,None,462.8637104160007,None,462.8637104160007,None,462.8637104160007,None,462.8637104160007,None,462.8637104160007,None,461.570816984,462.0773282150003,461.570816984,462.0773282150003,461.570816984,462.0773282150003,None,None,down,1.1189008389992523,462.8637104160007,None,None,None,z,0.4714056349985185,464.0232195190001,None,464.5163967080007,None,,,,,,,,,111,32,2022_Sep_23_1406,templeton_exp2A_SD,2020.2.10,75.02800851822263,
,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,444.42090180800005,0,9,3,7,2,5,1,8,0,0,2,465.1028530399999,None,0,9,3,7,2,5,1,8,0,467.7151913070011,None,467.7151913070011,None,467.7151913070011,None,467.7151913070011,None,467.7151913070011,None,467.7151913070011,None,467.7151913070011,None,467.7151913070011,None,466.42232992500067,466.92883856000117,466.42232992500067,466.92883856000117,466.42232992500067,466.92883856000117,None,None,left,1.3473316790004901,467.7151913070011,None,None,None,x,0.5000003679997462,469.11463961499976,None,469.6344109740021,None,,,,,,,,,111,32,2022_Sep_23_1406,templeton_exp2A_SD,2020.2.10,75.02800851822263,
,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,449.54179047199796,3,5,1,9,0,7,4,6,1,1,2,470.220873233,None,3,5,2,9,0,7,4,6,0,471.4470900180022,None,471.4470900180022,None,471.4470900180022,None,471.4470900180022,None,471.4470900180022,None,471.4470900180022,None,471.4470900180022,None,471.4470900180022,None,471.54041362200223,472.046891263999,471.54041362200223,472.046891263999,471.54041362200223,472.046891263999,None,None,left,1.4102029800014861,471.54041362200223,None,None,None,z,0.6616197010007454,472.9930300679989,None,473.6729052900009,None,,,,,,,,,111,32,2022_Sep_23_1406,templeton_exp2A_SD,2020.2.10,75.02800851822263,
,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,453.57829604699873,1,7,2,5,0,8,3,9,1,0,6,474.2594002020014,None,1,7,2,5,0,8,3,9,0,475.47223306700107,None,475.47223306700107,None,475.47223306700107,None,475.47223306700107,None,475.47223306700107,None,475.47223306700107,None,475.47223306700107,None,475.47223306700107,None,475.57889031599916,476.0854008009992,475.57889031599916,476.0854008009992,475.57889031599916,476.0854008009992,None,None,down,2.451736669001548,475.57889031599916,None,None,None,c,0.23937163800292183,478.07125913100026,None,478.32447557400155,None,,,,,,,,,111,32,2022_Sep_23_1406,templeton_exp2A_SD,2020.2.10,75.02800851822263,
,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,458.23016524299965,4,7,2,8,3,6,0,5,0,1,0,478.91093729299973,None,1,7,2,8,3,6,0,5,0,481.5365751140016,None,481.5365751140016,None,481.5365751140016,None,481.5365751140016,None,481.5365751140016,None,481.5365751140016,None,481.5365751140016,None,481.5365751140016,None,480.243745521002,480.75026848500056,480.243745521002,480.75026848500056,480.243745521002,480.75026848500056,None,None,down,1.3739422330036177,481.5365751140016,None,None,None,z,0.14788156500071636,482.96271948100184,None,483.13596451800186,None,,,,,,,,,111,32,2022_Sep_23_1406,templeton_exp2A_SD,2020.2.10,75.02800851822263,
,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,463.0439320519981,0,9,1,7,4,6,2,8,1,1,3,483.72236735800107,None,0,9,1,3,4,6,2,8,0,484.9486168879994,None,484.9486168879994,None,484.9486168879994,None,484.9486168879994,None,484.9486168879994,None,484.9486168879994,None,484.9486168879994,None,484.9486168879994,None,485.0419300729991,485.5484521110011,485.0419300729991,485.5484521110011,485.0419300729991,485.5484521110011,None,None,down,1.8686908589988889,485.0419300729991,None,None,None,c,0.2933391910009959,486.9612002540016,None,487.28106676899915,None,,,,,,,,,111,32,2022_Sep_23_1406,templeton_exp2A_SD,2020.2.10,75.02800851822263,
,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,467.1884742410002,0,8,4,9,3,6,1,7,0,0,0,487.86756883400085,None,0,8,4,9,3,6,1,7,1,490.49321759899976,None,490.49321759899976,None,490.49321759899976,None,490.49321759899976,None,490.49321759899976,None,490.49321759899976,None,490.49321759899976,None,490.49321759899976,None,489.200393774001,489.7067959550004,489.200393774001,489.7067959550004,489.200393774001,489.7067959550004,None,None,down,1.249390269000287,490.49321759899976,None,None,None,z,0.1406099970008654,491.78602802000023,None,491.94596901600016,None,,,,,,,,,111,32,2022_Sep_23_1406,templeton_exp2A_SD,2020.2.10,75.02800851822263,
,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,471.8522805219982,2,6,4,5,3,9,1,7,1,1,0,492.5324641900006,None,0,6,4,5,3,9,1,7,1,493.7586382760019,None,493.7586382760019,None,493.7586382760019,None,493.7586382760019,None,493.7586382760019,None,493.7586382760019,None,493.7586382760019,None,493.7586382760019,None,493.86529900499954,494.37173779799923,493.86529900499954,494.37173779799923,493.86529900499954,494.37173779799923,None,None,left,1.9493211759981932,493.86529900499954,None,None,None,x,0.14211645999967004,495.864474541002,None,496.02444216599906,None,,,,,,,,,111,32,2022_Sep_23_1406,templeton_exp2A_SD,2020.2.10,75.02800851822263,
,,,,,,,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,475.92970565299765,1,5,0,8,4,7,3,9,1,1,4,496.61088612200183,None,1,5,0,8,2,7,3,9,1,497.8236791240015,None,497.8236791240015,None,497.8236791240015,None,497.8236791240015,None,497.8236791240015,None,497.8236791240015,None,497.8236791240015,None,497.8236791240015,None,497.930427962001,498.43684619600026,497.930427962001,498.43684619600026,497.930427962001,498.43684619600026,None,None,down,2.9641996749996906,497.930427962001,None,None,None,x,0.11990684400007012,500.9426564940004,None,501.07584177399985,None,,,,,,,,,111,32,2022_Sep_23_1406,templeton_exp2A_SD,2020.2.10,75.02800851822263,
,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,480.9836220899997,1,7,4,6,0,9,3,8,1,1,4,501.662338651,None,1,7,4,6,2,9,3,8,1,502.8884996650013,None,502.8884996650013,None,502.8884996650013,None,502.8884996650013,None,502.8884996650013,None,502.8884996650013,None,502.8884996650013,None,502.8884996650013,None,502.9816738539994,503.48825152399877,502.9816738539994,503.48825152399877,502.9816738539994,503.48825152399877,None,None,left,1.8329524100008712,502.9816738539994,None,None,None,z,0.36950342199997976,504.8611339980016,None,505.2475753100007,None,,,,,,,,,111,32,2022_Sep_23_1406,templeton_exp2A_SD,2020.2.10,75.02800851822263,
,,,,,,,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,485.1546391949996,0,5,2,9,4,7,1,6,0,0,5,505.8340751430005,None,0,5,2,9,4,7,1,6,2,508.4597202980003,None,508.4597202980003,None,508.4597202980003,None,508.4597202980003,None,508.4597202980003,None,508.4597202980003,None,508.4597202980003,None,508.4597202980003,None,507.1669101389998,507.6733352750016,507.1669101389998,507.6733352750016,507.1669101389998,507.6733352750016,None,None,down,1.2188919270010956,508.4597202980003,None,None,None,z,0.11270483999760472,509.7259359710006,None,509.8591662660001,None,,,,,,,,,111,32,2022_Sep_23_1406,templeton_exp2A_SD,2020.2.10,75.02800851822263,
,,,,,,,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,495.2526700399976,2,8,0,6,3,7,4,5,0,1,2,515.9235499919996,None,2,8,1,6,3,7,4,5,3,518.5492773000005,None,518.5492773000005,None,518.5492773000005,None,518.5492773000005,None,518.5492773000005,None,518.5492773000005,None,518.5492773000005,None,518.5492773000005,None,517.2430598610008,517.749575181002,517.2430598610008,517.749575181002,517.2430598610008,517.749575181002,None,None,left,1.3133440230012638,518.5492773000005,None,None,None,z,0.16992000099708093,519.9087185440003,None,520.0953266600009,None,,,,,,,,,111,32,2022_Sep_23_1406,templeton_exp2A_SD,2020.2.10,75.02800851822263,
,,,,,,,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,499.9996563530003,4,5,0,9,2,7,3,8,1,1,2,520.6684153440001,None,4,5,1,9,2,7,3,8,3,521.8813460450001,None,521.8813460450001,None,521.8813460450001,None,521.8813460450001,None,521.8813460450001,None,521.8813460450001,None,521.8813460450001,None,521.8813460450001,None,521.9879325869988,522.4944039370021,521.9879325869988,522.4944039370021,521.9879325869988,522.4944039370021,None,None,left,1.1386853059993882,521.9879325869988,None,None,None,z,0.10444167400055449,523.1741279830021,None,523.2940883869996,None,,,,,,,,,111,32,2022_Sep_23_1406,templeton_exp2A_SD,2020.2.10,75.02800851822263,
,,,,,,,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,503.1989797360002,1,8,2,5,3,7,0,9,1,0,4,523.8805928290021,None,1,8,2,5,3,7,0,9,3,525.0934681300023,None,525.0934681300023,None,525.0934681300023,None,525.0934681300023,None,525.0934681300023,None,525.0934681300023,None,525.0934681300023,None,525.0934681300023,None,525.200090751001,525.706508094001,525.200090751001,525.706508094001,525.200090751001,525.706508094001,None,None,down,2.5985234459985804,525.200090751001,None,None,None,x,0.1355045849995804,527.8390837510015,None,527.9990326740008,None,,,,,,,,,111,32,2022_Sep_23_1406,templeton_exp2A_SD,2020.2.10,75.02800851822263,
,,,,,,,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,507.9047982029988,3,8,0,6,4,5,1,9,1,1,2,528.5854969270003,None,3,8,2,6,4,5,1,9,3,529.7983502650022,None,529.7983502650022,None,529.7983502650022,None,529.7983502650022,None,529.7983502650022,None,529.7983502650022,None,529.7983502650022,None,529.7983502650022,None,529.9049190520018,530.4113796999991,529.9049190520018,530.4113796999991,529.9049190520018,530.4113796999991,None,None,left,1.3977054340030008,529.9049190520018,None,None,None,z,0.15821041999879526,531.3444297499991,None,531.5176127269988,None,,,,,,,,,111,32,2022_Sep_23_1406,templeton_exp2A_SD,2020.2.10,75.02800851822263,
,,,,,,,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,511.42191339000055,3,5,1,9,2,8,4,7,1,1,0,532.0907550090014,None,0,5,1,9,2,8,4,7,3,533.3035908210004,None,533.3035908210004,None,533.3035908210004,None,533.3035908210004,None,533.3035908210004,None,533.3035908210004,None,533.3035908210004,None,533.3035908210004,None,533.4102506359995,533.9167362640001,533.4102506359995,533.9167362640001,533.4102506359995,533.9167362640001,None,None,left,1.7563689589987916,533.4102506359995,None,None,None,x,0.12498964199767215,535.2096375510009,None,535.3561863329996,None,,,,,,,,,111,32,2022_Sep_23_1406,templeton_exp2A_SD,2020.2.10,75.02800851822263,
