trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Used_image_1,Used_image_2,Used_image_3,Used_image_4,Used_image_5,Used_image_6,Used_image_7,Used_image_8,Unused_image_1,Unused_image_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,welcome.started,welcome.stopped,pointer_dot_0.started,pointer_dot_0.stopped,pointer_dot_1.started,pointer_dot_1.stopped,pointer_dot_2.started,pointer_dot_2.stopped,SD_image.started,SD_image.stopped,memDisplayOnTimePractice,mem_image_0_practice,mem_image_1_practice,mem_image_2_practice,mem_image_3_practice,mem_image_4_practice,mem_image_5_practice,mem_image_6_practice,mem_image_7_practice,retention_interval_practice,retro_0_post_1_practice,change_or_no_practice,cue_location_practice,mem_display_to_test_array_duration_s,mem_display_to_cue_duration_s,routine_duration_s,array_image_1f.started,array_image_1f.stopped,array_image_2f.started,array_image_2f.stopped,array_image_3f.started,array_image_3f.stopped,array_image_4f.started,array_image_4f.stopped,array_image_5f.started,array_image_5f.stopped,array_image_6f.started,array_image_6f.stopped,array_image_7f.started,array_image_7f.stopped,array_image_8f.started,array_image_8f.stopped,pointer_dot_0b.started,pointer_dot_0b.stopped,pointer_dot_1b.started,pointer_dot_1b.stopped,pointer_dot_2b.started,pointer_dot_2b.stopped,sd_practice_resp.keys,sd_practice_resp.rt,sd_practice_resp.started,sd_practice_resp.stopped,text_10.started,text_10.stopped,conf_practice_resp.keys,conf_practice_resp.rt,conf_practice_resp.started,conf_practice_resp.stopped,image.started,image.stopped,training_trial_index,memDisplayOnTimeTraining,mem_image_0_training,mem_image_1_training,mem_image_2_training,mem_image_3_training,mem_image_4_training,mem_image_5_training,mem_image_6_training,mem_image_7_training,retro_0_post_1_training,change_or_no_training,cue_location_training,array_image_1l.started,array_image_1l.stopped,test_image_0_training,test_image_1_training,test_image_2_training,test_image_3_training,test_image_4_training,test_image_5_training,test_image_6_training,test_image_7_training,consecutive_correct_retro_short,array_image_1m.started,array_image_1m.stopped,array_image_2m.started,array_image_2m.stopped,array_image_3m.started,array_image_3m.stopped,array_image_4m.started,array_image_4m.stopped,array_image_5m.started,array_image_5m.stopped,array_image_6m.started,array_image_6m.stopped,array_image_7m.started,array_image_7m.stopped,array_image_8m.started,array_image_8m.stopped,pointer_dot_0d.started,pointer_dot_0d.stopped,pointer_dot_1d.started,pointer_dot_1d.stopped,pointer_dot_2d.started,pointer_dot_2d.stopped,reminder_training.started,reminder_training.stopped,sd_training_resp.keys,sd_training_resp.rt,sd_training_resp.started,sd_training_resp.stopped,text_15.started,text_15.stopped,conf_training_resp.keys,conf_training_resp.rt,conf_training_resp.started,conf_training_resp.stopped,text.started,text.stopped,short_interval_training_finished,training_trial_index_long_this_block,correct_retro_long_this_block,retro_trials_long_this_block,long_interval_block_finished,long_block_retro_acc,reached_criterion,run_out_of_trials,participant,mapping,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,531.9241396590005,0,9,4,5,3,7,1,8,1,1,3,566.8707275940005,None,0,9,4,2,3,7,1,8,2,568.0835546040007,None,568.0835546040007,None,568.0835546040007,None,568.0835546040007,None,568.0835546040007,None,568.0835546040007,None,568.0835546040007,None,568.0835546040007,None,568.1901247550004,568.6966264470002,568.1901247550004,568.6966264470002,568.1901247550004,568.6966264470002,None,None,down,1.929079688999991,568.1901247550004,None,None,None,z,0.7084064559994658,570.1628389360003,None,570.8958147000003,None,,,,,,,,,107,32,2022_Sep_20_1505,templeton_exp2A_SD,2020.2.10,75.02565952575875,
,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,536.5217323280003,4,5,2,9,1,6,3,8,0,0,2,571.4688589380003,None,4,5,2,9,1,6,3,8,0,574.0812492260002,None,574.0812492260002,None,574.0812492260002,None,574.0812492260002,None,574.0812492260002,None,574.0812492260002,None,574.0812492260002,None,574.0812492260002,None,572.7883843340005,573.2949385170004,572.7883843340005,573.2949385170004,572.7883843340005,573.2949385170004,None,None,left,1.6138871989996915,574.0812492260002,None,None,None,x,2.2120457490000263,575.7471908180005,None,577.9730685350005,None,,,,,,,,,107,32,2022_Sep_20_1505,templeton_exp2A_SD,2020.2.10,75.02565952575875,
,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,543.5984970940008,1,8,2,9,4,6,3,5,0,1,7,578.5461709740002,None,1,8,2,9,4,6,3,0,1,581.1585562360005,None,581.1585562360005,None,581.1585562360005,None,581.1585562360005,None,581.1585562360005,None,581.1585562360005,None,581.1585562360005,None,581.1585562360005,None,579.8657290260007,580.3721461100004,579.8657290260007,580.3721461100004,579.8657290260007,580.3721461100004,None,None,left,7.84067520500048,581.1585562360005,None,None,None,x,1.3184001420004279,589.0488768380001,None,590.3817476110007,None,,,,,,,,,107,32,2022_Sep_20_1505,templeton_exp2A_SD,2020.2.10,75.02565952575875,
,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,556.0079776570001,0,5,1,6,4,9,2,8,1,1,3,590.9548371690007,None,0,5,1,3,4,9,2,8,1,592.167722573,None,592.167722573,None,592.167722573,None,592.167722573,None,592.167722573,None,592.167722573,None,592.167722573,None,592.167722573,None,592.2610953990006,592.7675912130007,592.2610953990006,592.7675912130007,592.2610953990006,592.7675912130007,None,None,down,1.4021038669998234,592.2610953990006,None,None,None,z,1.9095189010004106,593.7137260939999,None,595.6463751880001,None,,,,,,,,,107,32,2022_Sep_20_1505,templeton_exp2A_SD,2020.2.10,75.02565952575875,
,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,561.2712709130001,0,5,4,9,3,7,2,8,1,1,6,596.2195768270003,None,0,5,4,9,3,7,1,8,1,597.4323949070003,None,597.4323949070003,None,597.4323949070003,None,597.4323949070003,None,597.4323949070003,None,597.4323949070003,None,597.4323949070003,None,597.4323949070003,None,597.5390060990003,598.0455709450007,597.5390060990003,598.0455709450007,597.5390060990003,598.0455709450007,None,None,down,1.5962319100008244,597.5390060990003,None,None,None,z,1.036918725999385,599.1784106620007,None,600.2313632780006,None,,,,,,,,,107,32,2022_Sep_20_1505,templeton_exp2A_SD,2020.2.10,75.02565952575875,
,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,565.8573071970004,3,5,1,9,0,7,4,8,0,0,2,600.8044209310001,None,3,5,1,9,0,7,4,8,2,603.4168228389999,None,603.4168228389999,None,603.4168228389999,None,603.4168228389999,None,603.4168228389999,None,603.4168228389999,None,603.4168228389999,None,603.4168228389999,None,602.1240290240003,602.6304351810004,602.1240290240003,602.6304351810004,602.1240290240003,602.6304351810004,None,None,down,1.1743821190002564,603.4168228389999,None,None,None,z,2.020296251000218,604.6429625620003,None,606.6822471730002,None,,,,,,,,,107,32,2022_Sep_20_1505,templeton_exp2A_SD,2020.2.10,75.02565952575875,
,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,572.309413043,4,5,3,7,0,8,2,6,1,0,2,607.2687567870007,None,4,5,3,7,0,8,2,6,2,608.4948661900007,None,608.4948661900007,None,608.4948661900007,None,608.4948661900007,None,608.4948661900007,None,608.4948661900007,None,608.4948661900007,None,608.4948661900007,None,608.5881761560004,609.0947171820007,608.5881761560004,609.0947171820007,608.5881761560004,609.0947171820007,None,None,down,1.243061907000083,608.5881761560004,None,None,None,z,2.398235091999595,609.8810714710007,None,612.2934009740002,None,,,,,,,,,107,32,2022_Sep_20_1505,templeton_exp2A_SD,2020.2.10,75.02565952575875,
,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,577.9222429250003,0,7,4,8,1,6,2,9,0,1,6,612.8798822100007,None,0,7,4,8,1,6,3,9,3,615.492264511,None,615.492264511,None,615.492264511,None,615.492264511,None,615.492264511,None,615.492264511,None,615.492264511,None,615.492264511,None,614.199376388,614.7058098590005,614.199376388,614.7058098590005,614.199376388,614.7058098590005,None,None,left,4.242963011000029,615.492264511,None,None,None,x,1.5752885140000217,619.7839613030001,None,621.3833520400003,None,,,,,,,,,107,32,2022_Sep_20_1505,templeton_exp2A_SD,2020.2.10,75.02565952575875,
,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,587.0098535380002,1,8,0,9,3,6,2,5,1,1,4,621.9563923350006,None,1,8,0,9,4,6,2,5,3,623.1692696580003,None,623.1692696580003,None,623.1692696580003,None,623.1692696580003,None,623.1692696580003,None,623.1692696580003,None,623.1692696580003,None,623.1692696580003,None,623.2760490930004,623.7824897810005,623.2760490930004,623.7824897810005,623.2760490930004,623.7824897810005,None,None,down,1.859199806000106,623.2760490930004,None,None,None,z,2.321270454000114,625.1819675820007,None,627.5276773570004,None,,,,,,,,,107,32,2022_Sep_20_1505,templeton_exp2A_SD,2020.2.10,75.02565952575875,
,,,,,,,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,593.1564579880005,4,7,0,5,1,6,2,9,0,0,0,628.1140824439999,None,4,7,0,5,1,6,2,9,4,630.7397361390003,None,630.7397361390003,None,630.7397361390003,None,630.7397361390003,None,630.7397361390003,None,630.7397361390003,None,630.7397361390003,None,630.7397361390003,None,629.433563779,629.9401500350004,629.433563779,629.9401500350004,629.433563779,629.9401500350004,None,None,down,2.771466496999892,630.7397361390003,None,None,None,x,2.1031428680007593,633.5520686079999,None,635.6713567420002,None,,,,,,,,,107,32,2022_Sep_20_1505,templeton_exp2A_SD,2020.2.10,75.02565952575875,
,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,601.2978736820005,4,5,3,6,0,8,1,9,1,1,0,636.2576817500003,None,2,5,3,6,0,8,1,9,4,637.4706266110006,None,637.4706266110006,None,637.4706266110006,None,637.4706266110006,None,637.4706266110006,None,637.4706266110006,None,637.4706266110006,None,637.4706266110006,None,637.5772873340002,638.0836244770007,637.5772873340002,638.0836244770007,637.5772873340002,638.0836244770007,None,None,down,3.237890938000419,637.5772873340002,None,None,None,z,1.0712873009997566,640.8559596519999,None,641.9488803210006,None,,,,,,,,,107,32,2022_Sep_20_1505,templeton_exp2A_SD,2020.2.10,75.02565952575875,
,,,,,,,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,607.5759823070002,4,7,2,9,1,5,3,6,0,0,0,642.5353206400005,None,4,7,2,9,1,5,3,6,5,645.1610840170006,None,645.1610840170006,None,645.1610840170006,None,645.1610840170006,None,645.1610840170006,None,645.1610840170006,None,645.1610840170006,None,645.1610840170006,None,643.8547792110003,644.3612940740004,643.8547792110003,644.3612940740004,643.8547792110003,644.3612940740004,None,None,down,1.918206798999563,645.1610840170006,None,None,None,z,1.0069605850003427,647.120294411,None,648.1464868749999,None,,,,,,,,,107,32,2022_Sep_20_1505,templeton_exp2A_SD,2020.2.10,75.02565952575875,
,,,,,,,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,632.7475948260007,4,9,2,8,3,5,1,6,0,1,5,667.6991284040005,None,4,9,2,8,3,0,1,6,0,670.3248516570002,None,670.3248516570002,None,670.3248516570002,None,670.3248516570002,None,670.3248516570002,None,670.3248516570002,None,670.3248516570002,None,670.3248516570002,None,669.0186292020007,669.5251508330002,669.0186292020007,669.5251508330002,669.0186292020007,669.5251508330002,None,None,down,1.962378319999516,670.3248516570002,None,None,None,z,1.0699810659998548,672.3372684690003,None,673.4302528980006,None,,,,,,,,,107,32,2022_Sep_20_1505,templeton_exp2A_SD,2020.2.10,75.02565952575875,
,,,,,,,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,639.0549994210005,4,8,2,7,0,5,3,9,1,0,0,674.0033417490004,None,4,8,2,7,0,5,3,9,0,675.2162609420002,None,675.2162609420002,None,675.2162609420002,None,675.2162609420002,None,675.2162609420002,None,675.2162609420002,None,675.2162609420002,None,675.2162609420002,None,675.3095794870005,675.8161003230007,675.3095794870005,675.8161003230007,675.3095794870005,675.8161003230007,None,None,down,1.0656586650002282,675.3095794870005,None,None,None,z,0.86348484500013,676.4157702560005,None,677.2954249150007,None,,,,,,,,,107,32,2022_Sep_20_1505,templeton_exp2A_SD,2020.2.10,75.02565952575875,
,,,,,,,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,642.9209910330001,4,6,1,8,2,5,3,9,0,0,7,677.8685561420007,None,4,6,1,8,2,5,3,9,0,680.4808640190004,None,680.4808640190004,None,680.4808640190004,None,680.4808640190004,None,680.4808640190004,None,680.4808640190004,None,680.4808640190004,None,680.4808640190004,None,679.1880060150006,679.6944712780005,679.1880060150006,679.6944712780005,679.1880060150006,679.6944712780005,None,None,left,1.5184760820002339,680.4808640190004,None,None,None,x,0.9429855050002516,682.0403301599999,None,682.9999859260006,None,,,,,,,,,107,32,2022_Sep_20_1505,templeton_exp2A_SD,2020.2.10,75.02565952575875,
,,,,,,,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,648.6284576150001,1,8,2,5,4,7,0,6,0,0,0,683.5863735470002,None,1,8,2,5,4,7,0,6,1,686.2121015910006,None,686.2121015910006,None,686.2121015910006,None,686.2121015910006,None,686.2121015910006,None,686.2121015910006,None,686.2121015910006,None,686.2121015910006,None,684.9059565530006,685.4123666040005,684.9059565530006,685.4123666040005,684.9059565530006,685.4123666040005,None,None,down,1.2431282480001755,686.2121015910006,None,None,None,z,1.19024409100075,687.5050012400006,None,688.7177542720001,None,,,,,,,,,107,32,2022_Sep_20_1505,templeton_exp2A_SD,2020.2.10,75.02565952575875,
,,,,,,,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,654.3442593680002,0,8,2,7,1,9,4,5,1,0,0,689.2909677100006,None,0,8,2,7,1,9,4,5,1,690.5038149689999,None,690.5038149689999,None,690.5038149689999,None,690.5038149689999,None,690.5038149689999,None,690.5038149689999,None,690.5038149689999,None,690.5038149689999,None,690.6104314920003,691.1169404070006,690.6104314920003,691.1169404070006,690.6104314920003,691.1169404070006,None,None,down,2.2688095910007178,690.6104314920003,None,None,None,z,1.5817627759997777,692.9294786690007,None,694.5289540520007,None,,,,,,,,,107,32,2022_Sep_20_1505,templeton_exp2A_SD,2020.2.10,75.02565952575875,
